name,warranty,shipping,ships_in,country_of_origin,sin,part_no,gsa_schedule 
"2138.02 - AEMC Instruments Function Generator Model GX320 (DDS, 20MHz, USB)",0 Stnd,FOB Destination,45 Days,France,627-8,GX320,GS-24F-0066M Exp. 10 Sep. 2022
"5000.57 - AEMC Instruments Adapter - Power Adapter 24VDC Charger (Vehicle Use) for Models 6470-B, 6471, & 6472",0 Stnd,FOB Destination,45 Days,United States,627-8,,GS-24F-0066M Exp. 10 Sep. 2022
2138.08 - AEMC Instruments Air Quality Logger Model C.A 1510 {Gray},0 Stnd,FOB Destination,45 Days,France,627-8,C.A 1510,GS-24F-0066M Exp. 10 Sep. 2022
2140.77 - AEMC Instruments Adapter - Phase Power Adapter for use with Models 8333 & 8336,0 Stnd,FOB Destination,45 Days,France,627-8,,GS-24F-0066M Exp. 10 Sep. 2022
5000.66 - AEMC Instruments Megohmmeter Calibration Checker - 150kOhms/100MOhms,0 Stnd,FOB Destination,45 Days,United States,627-29,,GS-24F-0066M Exp. 10 Sep. 2022
7174A - Keithley Instruments Inc. 8X12 HI SPEED LO I MATRIX CARD,0 Stnd,FOB Destination,6 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
2150.53 - AEMC Instruments Cable - Replacement RJ45 Crossed Cable for MTX PC Scopes,0 Stnd,FOB Destination,45 Days,France,627-1,,GS-24F-0066M Exp. 10 Sep. 2022
2138.67 - AEMC Instruments Wall Mount Holster for Model C.A 1510 {White},0 Stnd,FOB Destination,45 Days,France,627-8,,GS-24F-0066M Exp. 10 Sep. 2022
"2136.79 - AEMC Instruments Battery Charger - Replacement, 110 to 240V Charger for DTR® Model 8510",0 Stnd,FOB Destination,45 Days,Norway,627-29,,GS-24F-0066M Exp. 10 Sep. 2022
2138.65 - AEMC Instruments Case - Replacement Carrying Case for Model C.A 1510,0 Stnd,FOB Destination,45 Days,France,627-8,,GS-24F-0066M Exp. 10 Sep. 2022
7036 - Keithley Instruments Inc. 40 CHAN SINGLE POLE RELAY CARD,0 Stnd,FOB Destination,7 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
2138.62 - AEMC Instruments Desk Stand for Model C.A 1510 {White},0 Stnd,FOB Destination,45 Days,France,627-8,,GS-24F-0066M Exp. 10 Sep. 2022
2150.54 - AEMC Instruments Cable - Replacement USB A/B 5.6 ft for MTX PC Scopes,0 Stnd,FOB Destination,45 Days,France,627-1,,GS-24F-0066M Exp. 10 Sep. 2022
7037-D - Keithley Instruments Inc. SINGLE POLE RELA SWT & DIG I/O,0 Stnd,FOB Destination,143 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
7020-D - Keithley Instruments Inc. DIGITAL I/O CARD,0 Stnd,FOB Destination,143 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
2124.98 - AEMC Instruments PROBIX RTD100 Adapter for Oscilloscope OX series,0 Stnd,FOB Destination,45 Days,France,627-8,HX0036,GS-24F-0066M Exp. 10 Sep. 2022
OMADDLSW - Tektronix Additional seat of Coherent Lightwave Signal Analyzer Software (requires 4106 instrument serial number),0 Stnd,FOB Destination,8 Weeks,United States,627-14,,GS-24F-0066M Exp. 10 Sep. 2022
7018-C - Keithley Instruments Inc. 28 CHANNEL 3-POLE CARD,0 Stnd,FOB Destination,143 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
2124.96 - AEMC Instruments Cable - Serial USB cable for OXIII Oscilloscope Series,0 Stnd,FOB Destination,45 Days,France,627-1,HX0084,GS-24F-0066M Exp. 10 Sep. 2022
RPK8730A-4 - Bird Electronic Corporation Flow Tube Replacement Kit,1 Year,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
RPK2600-111 - Bird Electronic Corporation Knob Assy                Replacement Part Kit,1 Year,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
RPK8730A-3 - Bird Electronic Corporation O-Ring replacement kit,1 Year,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"DPM-10E1 - Bird Electronic Corporation Element 10W, 915MHz",1 Year,FOB Destination,6 Weeks,United States,627-27,,GS-24F-0066M Exp. 10 Sep. 2022
RPK8936-1 - Bird Electronic Corporation RF Section Kit,1 Year,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
RPK5B2431 - Bird Electronic Corporation Battery Kit,1 Year,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
RPK8932-1 - Bird Electronic Corporation RF Section Kit,1 Year,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"5000.74 - AEMC Instruments Calibration Checker - 5/25Ohms for use with Models 6470/6470-B, 6471 & 6472",0 Stnd,FOB Destination,45 Days,United States,627-8,,GS-24F-0066M Exp. 10 Sep. 2022
RPK8860-4 - Bird Electronic Corporation Coolant Kit,1 Year,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"RPK8650A058 - Bird Electronic Corporation Switch, Pressure assy",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
99900549 - Q-Matic Corporation Audio/Video Connection Hardware for Cinematic TV Option,0 Stnd,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
RPK8860-2 - Bird Electronic Corporation Resistor Kit,1 Year,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
99900330 - Q-Matic Corporation Qmatic Signboard Assembly for TP Ticket Printer Floor Pedestal,6 Months,FOB Destination,8 Weeks,Sweden,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
10115001R5 - Q-Matic Corporation Orchestra Enterprise Capacity License,0 Stnd,FOB Destination,8 Weeks,Sweden,132-33,,GS-35F-0311R Exp. 02 Feb. 2020
100987 - Q-Matic Corporation Qmatic Power Supply PS2.5A,6 Months,FOB Destination,8 Weeks,Sweden,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
10115025R5 - Q-Matic Corporation Orchestra Enterprise Counter Display License,180 Days,FOB Destination,8 Weeks,Sweden,132-33,,GS-35F-0311R Exp. 02 Feb. 2020
"900084 - Q-Matic Corporation TP Thermal Tickets Blue (24 rolls @ 2,000 tickets per roll)",0 None,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
213220 - Q-Matic Corporation Qmatic Extension Pedestal P3311 TP31XX,0 None,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
99900507 - Q-Matic Corporation Weighted Base for Qmatic Vision Floor Pedestal or P3311 Ticket Printer Pedestal,0 None,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
10115023R5 - Q-Matic Corporation Orchestra Enterprise Management Information Connector,0 Stnd,FOB Destination,8 Weeks,Sweden,132-51,,GS-35F-0311R Exp. 02 Feb. 2020
2450-129-1 - Bird Electronic Corporation Thermoswitch Kit 300 DEG F TEMP,1 Year,FOB Destination,8 Weeks,United States,627-27,,GS-24F-0066M Exp. 10 Sep. 2022
213031 - Q-Matic Corporation Q-MATIC TP3110 Client Ticket Printer,6 Months,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
112043 - Q-Matic Corporation Qmatic Multi-Interface I/O * 8 channels,6 Months,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
213041 - Q-Matic Corporation Q-MATIC TP3115 Touch Screen Client Ticket Printer,6 Months,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
202842 - Q-Matic Corporation BP2882 Ticket Printer (Master Unit/Reports),6 Months,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
10115019R5 - Q-Matic Corporation Orchestra Enterprise Digital Signage Connector,0 Stnd,FOB Destination,8 Weeks,Sweden,132-51,,GS-35F-0311R Exp. 02 Feb. 2020
"900085 - Q-Matic Corporation TP Thermal Tickets (24 rolls @ 2,000 tickets per roll)",0 None,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
99900566R5 - Q-Matic Corporation Orchestra ONE Online Remote Check-in,0 Stnd,FOB Destination,8 Weeks,Sweden,132-51,,GS-35F-0311R Exp. 02 Feb. 2020
TRN2W - Q-Matic Corporation 2 Hour Web Training,0 None,FOB Destination,8 Weeks,United States,132-50,,GS-35F-0311R Exp. 02 Feb. 2020
10115024R6 - Q-Matic Corporation Orchestra Enterprise Online Remote Check-in,0 Stnd,FOB Destination,8 Weeks,Sweden,132-51,,GS-35F-0311R Exp. 02 Feb. 2020
10115021R5 - Q-Matic Corporation Orchestra Enterprise Context Marketing,0 Stnd,FOB Destination,8 Weeks,Sweden,132-51,,GS-35F-0311R Exp. 02 Feb. 2020
110667 - Q-Matic Corporation Q-Win API Client License (Q-Win API Server Option Required),0 None,FOB Destination,8 Weeks,United States,132-33,,GS-35F-0311R Exp. 02 Feb. 2020
214195 - Q-Matic Corporation Q-MATIC Vision Touch Screen Camera Kit,6 Months,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
"DPM-100E1 - Bird Electronic Corporation Element 100W, 915MHz",1 Year,FOB Destination,6 Weeks,United States,627-27,,GS-24F-0066M Exp. 10 Sep. 2022
14110401C - Q-Matic Corporation Qmatic TP31xx Single Button Faceplate,0 None,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
"900015 - Q-Matic Corporation Blue BP Thermal Tickets (12 rolls, 4,200 tickets per roll)",0 None,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
110660C - Q-Matic Corporation Qmatic TouchWeb Software License,0 None,FOB Destination,8 Weeks,United States,132-33,,GS-35F-0311R Exp. 02 Feb. 2020
QMC2020 - Q-Matic Corporation Barcode Reader Software - DOD CAC Card,0 None,FOB Destination,8 Weeks,United States,132-51,,GS-35F-0311R Exp. 02 Feb. 2020
110712 - Q-Matic Corporation Qmatic Suite Front Office/Back Office User License,0 None,FOB Destination,8 Weeks,United States,132-33,,GS-35F-0311R Exp. 02 Feb. 2020
QMC2010 - Q-Matic Corporation Magnetic Stripe Reader Software - VAMC VIC Card,0 None,FOB Destination,8 Weeks,United States,132-51,,GS-35F-0311R Exp. 02 Feb. 2020
110667F - Q-Matic Corporation Qmatic Touch Windows Client Software License,0 None,FOB Destination,8 Weeks,United States,132-33,,GS-35F-0311R Exp. 02 Feb. 2020
112044 - Q-Matic Corporation Qmatic Multi-Interface I/O * 8 channels + RF-Module,6 Months,FOB Destination,8 Weeks,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
QTS3100 - Q-Matic Corporation Qmatic Monitor Administrator Multi-Branch Software,0 None,FOB Destination,8 Weeks,United States,132-33,,GS-35F-0311R Exp. 02 Feb. 2020
7340-TM - Guildline Instruments Limited 7340 Series Technical Manual (Operator and Service),1 Year,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
"9336-10G - Guildline Instruments Limited 10 GOhm Standard Resistor, Air Based, N Connector",2 Years,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
CS9025 - Q-Matic Corporation Non Warranty Tech support Hourly - Normal Business Hours,0 None,FOB Destination,8 Weeks,United States,132-34,,GS-35F-0311R Exp. 02 Feb. 2020
99900575 - Q-Matic Corporation Qmatic Digital Media Add-on (Includes Additoinal Transmitters/Receivers),0 Stnd,FOB Destination,8 Weeks,United States,132-51,,GS-35F-0311R Exp. 02 Feb. 2020
6634TS-TM - Guildline Instruments Limited 6634TS Technical Manual,2 Years,FOB Destination,150 Days,Canada,602-6,6634TS/TM,GS-24F-0066M Exp. 10 Sep. 2022
6625015218463 - Guildline Instruments Limited 6625AF Measurement System with Resistance Standard (2 Year Warranty),2 Years,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
412300A-NIST - Extech Instruments Corp. CALIBRATOR W/ NIST 412300A,1 Year,FOB Destination,6 Weeks,Taiwan,602-32,,GS-24F-0066M Exp. 10 Sep. 2022
"407766 - Extech Instruments Corp. CALIBRATOR, SOUND",1 Year,FOB Destination,6 Weeks,Taiwan,627-5,793950407660,GS-24F-0066M Exp. 10 Sep. 2022
6625014876544 - Guildline Instruments Limited 6625AF Measurement System without Resistance Standard (2 Year Warranty),2 Years,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
"9336-100M - Guildline Instruments Limited 100 MOhm Standard Resistor, Air Based, N Connector",2 Years,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
433201-NIST - Extech Instruments Corp. CALIBRATOR W/ NIST 433201,1 Year,FOB Destination,6 Weeks,Taiwan,602-32,,GS-24F-0066M Exp. 10 Sep. 2022
"407766-NIST - Extech Instruments Corp. CALIBRATOR, SOUND W/NIST 407766",1 Year,FOB Destination,6 Weeks,Taiwan,627-5,,GS-24F-0066M Exp. 10 Sep. 2022
6520-OM - Guildline Instruments Limited 6520 Operators Manual,2 Years,FOB Destination,150 Days,Canada,602-6,6520/OM,GS-24F-0066M Exp. 10 Sep. 2022
7320-TM - Guildline Instruments Limited 7320 Series Technical Manual (Operator and Service),2 Years,FOB Destination,150 Days,Canada,602-6,7320/TM,GS-24F-0066M Exp. 10 Sep. 2022
9350-1K - Guildline Instruments Limited Hamon Transfer Standard,2 Years,FOB Destination,120 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
9350-100K - Guildline Instruments Limited Hamon Transfer Standard,2 Years,FOB Destination,120 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
"9336-10M - Guildline Instruments Limited 10 MOhm Standard Resistor, Air Based, N Connector",2 Years,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
7350-TM - Guildline Instruments Limited 7350 Series Technical Manual (Operator and Service),1 Year,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
"9337-1T - Guildline Instruments Limited 1 TOhm Standard Resistor, Air Based, N Connector",2 Years,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
9337-TM - Guildline Instruments Limited 9337 Technical Manual (Operator and Service),2 Years,FOB Destination,150 Days,Canada,602-6,9337/TM,GS-24F-0066M Exp. 10 Sep. 2022
6623A-TM - Guildline Instruments Limited 6623A-Series Technical Manual (All Models),1 Year,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
"412400-NIST - Extech Instruments Corp. CALIBRATOR WITH NIST, 421400",1 Year,FOB Destination,6 Weeks,Taiwan,602-32,,GS-24F-0066M Exp. 10 Sep. 2022
9336-TM - Guildline Instruments Limited 9336 Technical Manual (Operator and Service),2 Years,FOB Destination,150 Days,Canada,602-6,9336/TM,GS-24F-0066M Exp. 10 Sep. 2022
"9336-100G - Guildline Instruments Limited 100 GOhm Standard Resistor, Air Based, N Connector",2 Years,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
6622T-TM - Guildline Instruments Limited 6622T-Series Technical Manual (All Models),1 Year,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
9350-10K - Guildline Instruments Limited Hamon Transfer Standard,2 Years,FOB Destination,120 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
9350TM - Guildline Instruments Limited Technical Manual for Hamon Series,2 Years,FOB Destination,120 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
6520-SM - Guildline Instruments Limited 6520 Service Manual,2 Years,FOB Destination,150 Days,Canada,602-6,6520/SM,GS-24F-0066M Exp. 10 Sep. 2022
"412400 - Extech Instruments Corp. CALIBRATOR, PROCESS",1 Year,FOB Destination,6 Weeks,Taiwan,602-32,793950414002,GS-24F-0066M Exp. 10 Sep. 2022
6520-SUM - Guildline Instruments Limited TeraCal Software Users Manual,2 Years,FOB Destination,150 Days,Canada,602-6,6520/SUM,GS-24F-0066M Exp. 10 Sep. 2022
9200-TM - Guildline Instruments Limited 9200 Technical Manual (Operator and Service),2 Years,FOB Destination,150 Days,Canada,602-6,9200/TM,GS-24F-0066M Exp. 10 Sep. 2022
5030-TM - Guildline Instruments Limited 5030 Series Technical Manual,2 Years,FOB Destination,150 Days,Canada,602-6,5030/TM,GS-24F-0066M Exp. 10 Sep. 2022
407732-KIT - Extech Instruments Corp. SOUND KIT,1 Year,FOB Origin,6 Weeks,China,,,Exp.
2306-US - Keithley Instruments Inc. DUAL CHAN BATTERY CHARGER SIM-US,,Free shipping FOB destination,6 Weeks,United States,602-17,,GS-24F-0066M Exp. 10 Sep. 2022
735 - B&K Precision Datalogging Digital Sound Level Meter w/RS232 Software&Cable,1 Year,FOB Destination,8 Weeks,Taiwan,627-23,,GS-24F-0066M Exp. 10 Sep. 2022
"6622AF - Guildline Instruments Limited 6625AF System Replacement Bridge, Rack Mount Only",2 Years,FOB Destination,150 Days,Canada,602-6,,GS-24F-0066M Exp. 10 Sep. 2022
"GAG-810 - Instek America Corp. Audio Generator , 1MHz",2 Years,FOB Destination,8 Weeks,Taiwan,627-15,,GS-24F-0066M Exp. 10 Sep. 2022
9340-TM - Guildline Instruments Limited 9340 Series Technical Manual (Operator and Service),2 Years,FOB Destination,150 Days,Canada,602-6,9340/TM,GS-24F-0066M Exp. 10 Sep. 2022
407730 - Extech Instruments Corp. SOUND LEVEL METER DIGITAL,1 Year,FOB Origin,6 Weeks,China,,,Exp.
6636-TM - Guildline Instruments Limited 6636 Series Technical Manual,2 Years,FOB Destination,150 Days,Canada,602-6,6636/TM,GS-24F-0066M Exp. 10 Sep. 2022
DT100 - Extech Instruments Corp. ULTRASONIC DISTANCE METER,1 Year,FOB Origin,6 Weeks,China,,,Exp.
HD600 - Extech Instruments Corp. SOUND LEVEL DATALOGGER,3 Years,FOB Origin,6 Weeks,China,,,Exp.
011153 - CyberData Corporation Wall Mount Clock Kit*- Gray White (RAL 9002),2 Years,FOB Destination,30 Days,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
10115013R5 - Q-Matic Corporation Orchestra Enterprise Calendar Connector,0 Stnd,FOB Destination,8 Weeks,Sweden,132-51,,GS-35F-0311R Exp. 02 Feb. 2020
10115024R5 - Q-Matic Corporation Orchestra Enterprise Mobile Extension,0 Stnd,FOB Destination,8 Weeks,Sweden,132-51,,GS-35F-0311R Exp. 02 Feb. 2020
10115000R5 - Q-Matic Corporation Orchestra Enterprise User License    ,0 Stnd,FOB Destination,8 Weeks,Sweden,132-33,,GS-35F-0311R Exp. 02 Feb. 2020
10115022R5 - Q-Matic Corporation Orchestra Enterprise Printer Device License,0 Stnd,FOB Destination,8 Weeks,Sweden,132-33,,GS-35F-0311R Exp. 02 Feb. 2020
2124.82 - AEMC Instruments Adapter - RS-232/CENTRONICS,1 Year,FOB Destination,8 Weeks,France,627-8,HX0041,GS-24F-0066M Exp. 10 Sep. 2022
2124.76 - AEMC Instruments PROBIX Banana Plug (4mm) Adapter,1 Year,FOB Destination,8 Weeks,France,627-8,HX0033,GS-24F-0066M Exp. 10 Sep. 2022
011180 - CyberData Corporation SIP-enabled IP Talk-Back Speaker** - Gray White (RAL 9002),2 Years,FOB Destination,30 Days,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
407732 - Extech Instruments Corp. SOUND LEVEL METER BACKLIT DISPLAY,1 Year,FOB Origin,6 Weeks,China,,,Exp.
"4020 - Dytran Instruments Inc. Line powered, 3 channel, BNC to BNC, for use with IEPE or charge mode sensors",5 Years,FOB Destination,6 Weeks,United States,602-30,,GS-24F-0066M Exp. 10 Sep. 2022
2121.21 - AEMC Instruments Lightmeter Model CA813,1 Year,FOB Destination,45 Days,Taiwan,627-23,CA813,GS-24F-0066M Exp. 10 Sep. 2022
2121.75 - AEMC Instruments Thermocouple Thermometer Datalogger Model C.A1822,0 Stnd,FOB Destination,45 Days,France,627-29,C.A1822,GS-24F-0066M Exp. 10 Sep. 2022
2121.73 - AEMC Instruments Thermo-Hygrometer Datalogger Model C.A1246,0 Stnd,FOB Destination,45 Days,France,627-29,C.A1246,GS-24F-0066M Exp. 10 Sep. 2022
"2124.75 - AEMC Instruments PROBIX PRHX5, 50 Ohm Adapter",1 Year,FOB Destination,8 Weeks,France,627-8,HX0032,GS-24F-0066M Exp. 10 Sep. 2022
7011-R - Keithley Instruments Inc. RELAY SIDE OF QUAD 1X10 MULTIPLEXER CARD,0 Stnd,FOB Destination,2 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
7020 - Keithley Instruments Inc. DIGITAL I/O CARD,0 Stnd,FOB Destination,143 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
"2118.77 - AEMC Instruments Kelvin Probes 10 ft (10A, Spring Loaded)",0 Stnd,FOB Destination,45 Days,France,627-29,,GS-24F-0066M Exp. 10 Sep. 2022
7015-C - Keithley Instruments Inc. 40 CHAN SOLID ST MULTIPLEXER,0 Stnd,FOB Destination,7 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
7018-S - Keithley Instruments Inc. 28 CHANNEL 3 POLE CARD,0 Stnd,FOB Destination,143 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
011181 - CyberData Corporation SIP-enabled IP Talk Back Speaker **- Signal White (RAL 9003),2 Years,FOB Destination,30 Days,United States,132-8,,GS-35F-0311R Exp. 02 Feb. 2020
2121.72 - AEMC Instruments Thermo-Anemometer Datalogger Model C.A1227,0 Stnd,FOB Destination,45 Days,France,627-29,C.A1227,GS-24F-0066M Exp. 10 Sep. 2022
1748.10 - AEMC Instruments Tachometer Model CA1725,90 Days,FOB Destination,8 Weeks,France,627-23,CA1725,GS-24F-0066M Exp. 10 Sep. 2022
7013-C - Keithley Instruments Inc. 20 CHANNEL RELAY SWITCH CARD,0 Stnd,FOB Destination,12 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
"2124.74 - AEMC Instruments PROBIX PRHX4, BNC Adapter",1 Year,FOB Destination,8 Weeks,France,627-8,HX0031,GS-24F-0066M Exp. 10 Sep. 2022
"2118.76 - AEMC Instruments Kelvin Probes Pistol Grip 20 ft (10A, Spring Loaded)",0 Stnd,FOB Destination,45 Days,France,627-29,,GS-24F-0066M Exp. 10 Sep. 2022
"4103C - Dytran Instruments Inc. Battery powered, 2 mA constant current, 3 channel, BNC connectors",5 Years,FOB Destination,6 Weeks,United States,602-30,,GS-24F-0066M Exp. 10 Sep. 2022
7011-S - Keithley Instruments Inc. QUAD 1X10 MULTIPLEXER CARD,0 Stnd,FOB Destination,3 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
7173-50 - Keithley Instruments Inc. 2-POLE HI-FREQ MATRIX CARD,0 Stnd,FOB Destination,,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
"4010 - Dytran Instruments Inc. Line powered, 3 channel, D-SUB to BNC, for use with bridge type or differential sensors",5 Years,FOB Destination,6 Weeks,United States,602-30,,GS-24F-0066M Exp. 10 Sep. 2022
"7035 - Keithley Instruments Inc. 9-BANK, 1X4 MULTIPLEXER CARD",0 Stnd,FOB Destination,7 Weeks,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
2121.71 - AEMC Instruments Lightmeter Datalogger Model C.A1110,0 Stnd,FOB Destination,45 Days,France,627-29,C.A1110,GS-24F-0066M Exp. 10 Sep. 2022
